,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
1550,2024-12-24,002630,0.1,0.125,-0.061,0.025,78,23,34880339,18068670,15021219,22726,25545,1267,-0.053,0.024,-0.063,3564322,0.093,0.08,69,760,93500,153000,1310,1227,-0.06336,오리엔트바이오
1549,2024-12-23,288330,-0.025,0.022,-0.084,-0.03,281,45,2050861,1117766,849213,3995,3400,3940,0.018,0.121,0.015,1124688,0.104,0.08,99,760,95000,153000,4460,4495,0.00785,브릿지바이오테라퓨틱
1548,2024-12-23,113810,0.027,0.3,-0.017,0.3,712,31,13370252,6753685,6348348,13172,15261,1536,0.016,0.035,-0.081,3329133,0.125,0.08,351,587,115600,135400,1605,1475,-0.081,디젠스
1547,2024-12-23,047560,-0.002,0.016,-0.092,-0.082,28,754,1150451,701232,371448,7164,5314,23000,0.03,0.165,0.026,1872352,0.095,0.08,91,760,94600,153000,27100,28050,0.03506,이스트소프트
1546,2024-12-23,039240,-0.023,0.01,-0.093,-0.076,53,364,2837108,1732556,992209,5684,6279,4720,0.001,0.186,0.001,6888680,0.076,0.076,488,760,130430,153000,5660,5270,-0.0689,경남스틸
1545,2024-12-23,097230,-0.002,0.25,-0.023,0.127,355,13,9017715,4645813,4206012,25161,23498,5850,0.043,0.132,0.026,1970780,0.103,0.08,78,760,93930,153000,6690,6660,-0.00448,HJ중공업
1544,2024-12-23,018500,0.011,0.132,-0.023,0.069,301,100,7295456,3824935,3263946,7974,10099,1400,0.021,0.149,0.021,3181870,0.111,0.08,79,700,94000,145030,1625,1808,0.11262,동원금속
1543,2024-12-23,006340,-0.07,-0.059,-0.121,-0.11,0,375,6754421,4093798,2183654,6122,8057,2875,0.002,0.137,-0.0,9567542,0.124,0.08,188,760,103430,153000,3300,3195,-0.03182,대원전선
1542,2024-12-23,002630,0.055,0.3,0.005,0.3,366,72,20205552,13364763,5042752,7599,6674,1236,0.1,0.108,-0.061,13447131,0.152,0.08,78,107,93930,95400,1384,1272,-0.08092,오리엔트바이오
1541,2024-12-23,001380,-0.044,-0.013,-0.172,-0.098,24,369,37235343,19530514,16086311,44293,49074,4210,-0.045,0.033,-0.047,4212924,0.085,0.08,411,760,122600,153000,4390,4175,-0.04897,SG글로벌
1540,2024-12-20,476060,0.385,1.008,0.288,0.331,104,10,33939536,18193181,14878160,244529,263307,17300,-0.056,0.096,-0.064,2323887,0.165,0.08,168,760,102430,153000,19150,21400,0.11749,온코닉테라퓨틱스
1539,2024-12-20,293580,-0.004,0.068,-0.004,0.042,660,0,1658218,717,11,12,3,1287,0.054,0.142,0.05,6058762,0.088,0.08,94,567,94730,134400,1485,1365,-0.08081,나우IB
1538,2024-12-20,085810,0.099,0.149,-0.07,-0.07,0,760,3705614,1804068,1307463,5473,6519,1100,-0.0,0.127,-0.0,1180314,0.127,0.08,194,649,103730,142500,1252,1151,-0.08067,알티캐스트
1537,2024-12-20,065500,-0.049,-0.026,-0.179,-0.15,3,570,20544526,11180498,7635853,31357,34629,4980,0.074,0.092,-0.004,4031025,0.097,0.08,354,370,115730,120530,5490,6030,0.09836,오리엔트정공
1536,2024-12-20,079900,-0.022,0.3,-0.024,0.274,541,0,7527395,3833036,3518614,54552,63182,35300,0.018,0.061,-0.018,1649173,0.081,0.08,134,160,100730,102030,37800,40900,0.08201,전진건설로봇
1535,2024-12-20,035510,-0.034,0.067,-0.085,-0.048,148,702,3030162,1666526,1266246,19656,20055,10560,0.038,0.129,0.037,1662895,0.089,0.08,102,303,95130,113200,12040,11060,-0.0814,신세계 I&C
1534,2024-12-20,002630,-0.02,-0.02,-0.162,-0.161,0,743,6269049,3689727,2238226,3518,4519,951,0.055,0.097,0.006,1773274,0.09,0.08,296,355,112830,115800,1053,1149,0.09117,오리엔트바이오
1533,2024-12-19,456010,0.045,0.284,-0.014,0.188,616,51,10962074,5608705,5017591,40360,44987,8780,-0.006,0.175,-0.014,5560536,0.087,0.08,79,760,94000,153000,10420,9690,-0.07006,아이씨티케이
1532,2024-12-19,009730,-0.012,0.003,-0.017,-0.003,3,106,858750,339887,394344,566,2507,1040,-0.051,-0.025,-0.098,1162511,0.081,0.08,587,760,135400,153000,1024,1049,0.02441,이렘
1531,2024-12-19,006490,0.027,0.299,0.012,0.299,482,0,17151476,9328062,7621934,18170,24184,1606,-0.029,0.045,-0.047,3411621,0.097,0.08,211,760,104600,153000,1695,1644,-0.03009,인스코비
1530,2024-12-19,001380,-0.018,0.061,-0.037,0.008,263,155,14498267,8302562,5894033,19173,18895,3715,-0.021,0.149,-0.021,11180735,0.112,0.08,215,699,104800,145000,4310,4800,0.11369,SG글로벌
1529,2024-12-18,464500,0.019,0.235,0.009,0.174,683,2,8827004,4719681,3935358,28302,34209,4665,0.004,0.091,-0.026,1977496,0.12,0.08,61,450,93100,124530,5140,4720,-0.08171,아이언디바이스
1528,2024-12-18,457600,0.054,0.072,-0.21,-0.185,7,719,13399127,7843710,5052661,36341,43026,6300,-0.021,0.079,-0.035,2589742,0.118,0.08,661,685,143100,144300,6870,6310,-0.08151,벡트
1527,2024-12-18,445090,0.061,0.3,0.026,0.291,656,6,4619897,2024884,2433806,31315,43536,34850,-0.036,0.07,-0.037,1241508,0.112,0.08,62,760,93130,153000,37700,37550,-0.00398,에이직랜드
1526,2024-12-18,199480,0.299,0.299,0.084,0.152,74,723,14622904,8868394,5165159,38209,37426,8350,0.028,0.054,-0.053,1507311,0.113,0.08,204,295,104230,112800,8890,8170,-0.08099,뱅크웨어글로벌
1525,2024-12-18,097870,0.213,0.299,0.095,0.132,9,106,11712354,6301699,4603991,37014,36975,8470,0.11,0.181,0.077,2402499,0.082,0.08,200,682,104030,144130,10100,9280,-0.08119,효성오앤비
1524,2024-12-18,006490,-0.001,0.0,-0.031,-0.01,9,17,402618,226190,165114,726,726,1236,0.027,0.181,0.012,2342010,0.081,0.08,141,358,101100,115930,1475,1596,0.08203,인스코비
1523,2024-12-17,464500,0.009,0.02,-0.004,0.019,98,5,238806,133590,92453,732,624,3975,0.019,0.141,0.009,1181644,0.12,0.08,301,760,113100,153000,4580,4665,0.01856,아이언디바이스
1522,2024-12-17,394800,-0.015,0.021,-0.068,-0.031,5,591,8094726,3512969,2992586,10064,15961,6000,0.067,0.152,0.058,13151009,0.088,0.08,304,536,113230,132830,6980,7600,0.08883,쓰리빌리언
1521,2024-12-17,113810,-0.08,-0.078,-0.253,-0.222,0,542,8199652,4784047,2965254,4775,5333,1173,-0.037,-0.024,-0.11,1456395,0.097,0.08,74,760,93730,153000,1156,1138,-0.01557,디젠스
1520,2024-12-17,043220,0.0,0.036,-0.015,0.01,416,16,892456,447846,389338,289,365,393,0.005,0.183,0.005,1875693,0.079,0.079,64,194,93230,103730,470,433,-0.07872,티에스넥스젠
1519,2024-12-17,024940,-0.036,-0.032,-0.118,-0.088,0,670,2506254,1295011,876481,7746,6229,9170,0.028,0.085,-0.017,2109028,0.104,0.08,206,653,104330,142700,10050,9240,-0.0806,PN풍년
1518,2024-12-17,093240,-0.048,-0.046,-0.256,-0.223,0,665,5650275,3636000,1700855,4912,6294,1954,-0.038,0.0,-0.125,1484650,0.143,0.08,105,760,95300,153000,1974,2055,0.04103,형지엘리트
1517,2024-12-17,084690,-0.173,0.018,-0.199,-0.124,280,183,12193963,6515289,5264122,40450,40744,10010,0.001,0.08,-0.011,1570759,0.092,0.08,190,760,103530,153000,10920,10370,-0.05037,대상홀딩스
1516,2024-12-17,013360,-0.011,-0.008,-0.259,-0.225,6,689,7663136,4474838,2660888,15490,13952,3520,-0.028,-0.016,-0.108,2482994,0.104,0.08,78,243,93930,110200,3500,3220,-0.08,일성건설
1515,2024-12-17,002630,-0.09,-0.09,-0.24,-0.184,0,600,4083094,51295,54779,33,32,1160,-0.041,-0.041,-0.196,3204361,0.193,0.08,71,760,93600,153000,1124,1178,0.04804,오리엔트바이오
1514,2024-12-17,001380,-0.04,0.027,-0.087,-0.022,51,588,12008853,6090203,4404129,9827,11918,3265,0.047,0.188,0.009,15725350,0.074,0.074,207,579,104400,135000,3920,3620,-0.07653,SG글로벌
1513,2024-12-16,475580,-0.0,0.01,-0.051,-0.042,1,628,893680,537265,265424,3290,3253,9220,0.074,0.171,0.071,2448851,0.09,0.08,115,692,95800,144630,10910,11900,0.09074,에이럭스
1512,2024-12-16,450520,0.011,0.223,0.005,0.13,183,2,6330041,3273388,2972471,24660,33042,4160,0.031,0.139,0.022,1243476,0.115,0.08,69,760,93500,153000,4790,4530,-0.05428,인스웨이브시스템즈
1511,2024-12-16,356680,0.005,0.051,-0.086,-0.066,1,329,12284052,7047731,4459618,37552,37389,8640,0.025,0.105,0.016,7212805,0.088,0.08,139,417,101000,122900,9650,10510,0.08912,엑스게이트
1510,2024-12-16,173130,0.0,0.044,-0.078,0.011,465,64,2151366,1185958,895874,6906,7608,8960,-0.216,-0.169,-0.235,1237052,0.088,0.08,265,760,111300,153000,7520,7060,-0.06117,오파스넷
1509,2024-12-16,044180,0.17,0.3,0.145,0.3,18,8,7666974,4982610,1941517,2742,1942,789,-0.065,-0.038,-0.124,2812828,0.098,0.08,81,285,94100,112300,767,843,0.09909,KD
1508,2024-12-16,152550,-0.004,0.028,-0.056,-0.01,602,65,3681381,2194682,1395938,1223,1918,283,0.032,0.184,0.028,5322429,0.08,0.08,69,760,93500,153000,338,326,-0.0355,한국ANKOR유전
1507,2024-12-16,004770,-0.05,-0.032,-0.092,-0.053,373,8,8138190,4743855,3002585,8586,10093,2775,0.045,0.047,-0.063,2210363,0.117,0.08,183,237,103200,105900,2930,2690,-0.08191,써니전자
1506,2024-12-16,003780,-0.016,-0.002,-0.096,-0.012,1,82,1207903,712067,440119,3240,2735,9490,0.092,0.137,0.034,1250958,0.1,0.08,60,256,93030,110830,10900,10020,-0.08073,진양산업
1505,2024-12-13,293580,-0.003,-0.002,-0.142,-0.118,0,744,6496662,4108671,1969641,3869,3973,1139,0.033,0.099,0.007,3221075,0.092,0.08,140,258,101030,110930,1265,1382,0.09249,나우IB
1504,2024-12-13,232830,0.033,0.299,0.033,0.299,22,0,2075126,1107585,936067,3330,2600,2340,0.137,0.184,0.023,2063607,0.078,0.078,211,348,104600,115430,2800,2580,-0.07857,시큐센
1503,2024-12-13,093240,0.034,0.034,-0.146,-0.123,0,61,9927974,5567788,4021580,10471,11320,2290,0.05,0.081,-0.055,1580163,0.143,0.08,463,760,125200,153000,2500,2515,0.006,형지엘리트
1502,2024-12-13,008600,0.298,0.298,0.112,0.148,5,747,22246018,13469915,7055994,10644,12728,635,-0.061,0.03,-0.088,1315762,0.13,0.08,108,404,95430,122230,661,747,0.13011,윌비스
1501,2024-12-13,002410,-0.02,-0.02,-0.168,-0.078,0,88,13072019,7437122,5056257,20167,21371,3480,-0.003,0.096,-0.062,2884009,0.166,0.08,62,760,93130,153000,3850,3670,-0.04675,범양건영
1500,2024-12-13,001570,0.043,0.159,0.024,0.159,760,6,5646307,2531520,2734863,21966,30441,24100,-0.029,0.154,-0.037,2618491,0.106,0.08,63,760,93200,153000,28100,26200,-0.06762,금양
1499,2024-12-13,001470,0.008,0.032,-0.08,-0.07,4,690,28288092,16635081,10685011,13803,17501,1001,-0.023,0.045,-0.047,7257691,0.096,0.08,64,760,93230,153000,1056,996,-0.05682,삼부토건
1498,2024-12-13,001380,0.025,0.299,0.0,0.299,328,1,28242906,14564949,13313057,36986,43221,3125,0.077,0.136,0.013,12233527,0.122,0.08,318,487,113930,130400,3590,3300,-0.08078,SG글로벌
1497,2024-12-12,270520,0.001,0.066,-0.036,-0.018,19,317,3255615,1947447,1166340,4151,3501,1482,0.026,0.107,0.018,2124324,0.088,0.08,669,716,143500,145830,1656,1803,0.08877,지오릿에너지
1496,2024-12-12,121850,0.225,0.287,0.029,0.171,12,59,14462413,7286128,6584803,21629,25554,2275,0.033,0.035,-0.121,2508155,0.178,0.08,200,473,104030,125700,2380,2190,-0.07983,코이즈
1495,2024-12-12,115500,0.142,0.299,0.113,0.299,53,8,4660437,2425931,2056258,14209,12786,9330,-0.006,0.092,-0.011,4019782,0.104,0.08,64,133,93230,100700,10290,11370,0.10496,케이씨에스
1494,2024-12-12,052220,0.006,0.025,-0.126,-0.1,0,62,3891907,2262517,1381605,7918,8537,4345,-0.02,-0.015,-0.112,1013191,0.109,0.08,205,227,104300,105400,4320,4790,0.1088,iMBC
1493,2024-12-12,046970,0.1,0.291,0.076,0.179,94,6,16962308,8708587,7265559,16623,18635,1372,0.046,0.14,0.03,6019944,0.107,0.08,156,481,101830,130100,1580,1452,-0.08101,우리로
1492,2024-12-12,084690,0.014,0.043,-0.056,-0.043,6,615,4570417,2613048,1697459,14683,14106,11470,0.037,0.082,-0.004,1958783,0.087,0.08,71,354,93600,115730,12530,11520,-0.08061,대상홀딩스
1491,2024-12-12,014990,0.017,0.114,0.003,0.07,553,66,3610768,1897781,1640343,2472,2599,974,0.028,0.078,-0.013,1096946,0.093,0.08,62,461,93130,125100,1060,974,-0.08113,인디에프
1490,2024-12-12,013360,0.167,0.169,-0.097,0.046,5,241,24717289,13231364,10717863,36170,40355,4920,-0.009,-0.008,-0.126,2559071,0.135,0.08,191,599,103600,140000,4930,4530,-0.08114,일성건설
1489,2024-12-12,004770,0.114,0.118,-0.042,0.0,5,57,16957511,9688903,6239936,18854,20083,2595,-0.0,0.002,-0.075,2128691,0.083,0.08,360,362,120030,120130,2630,2850,0.08365,써니전자
1488,2024-12-12,001380,0.028,0.036,-0.036,0.017,0,352,4209659,2397573,1573377,2583,2368,2405,0.025,0.156,0.0,6464749,0.104,0.08,162,328,102130,114430,2810,3110,0.10676,SG글로벌
1487,2024-12-11,294090,0.068,0.242,0.02,0.137,486,392,13307699,7014953,5667073,19631,23205,3075,-0.01,0.12,-0.02,2162667,0.14,0.08,76,613,93830,140700,3480,3970,0.1408,이오플로우
1486,2024-12-11,214610,-0.031,0.095,-0.031,0.09,754,0,914504,400490,429395,893,1215,1526,0.082,0.166,0.056,2183233,0.095,0.08,192,312,103630,113630,1798,1652,-0.0812,미코바이오메드
1485,2024-12-11,158430,0.007,0.057,0.006,0.051,608,0,1000913,439329,432415,1566,1874,5130,0.094,0.152,0.053,3203090,0.094,0.08,67,760,93400,153000,5970,5800,-0.02848,아톤
1484,2024-12-11,047560,-0.007,0.059,-0.048,0.046,740,391,2941237,1484154,1327763,13496,15420,23850,0.013,0.128,0.004,2291823,0.123,0.08,61,760,93100,153000,27200,27500,0.01103,이스트소프트
1483,2024-12-11,043220,0.041,0.041,-0.135,-0.054,0,414,3087373,2043884,933038,1510,1125,350,-0.009,0.014,-0.086,1312009,0.109,0.08,71,760,93600,153000,359,368,0.02507,티에스넥스젠
1482,2024-12-11,039240,0.047,0.181,-0.03,0.054,80,381,12137729,6346040,5341298,27323,28719,4570,0.039,0.039,-0.044,1012810,0.087,0.08,388,760,121430,153000,4800,4690,-0.02292,경남스틸
1481,2024-12-11,013990,0.006,0.037,-0.016,0.014,30,4,2085396,1108440,925329,3524,3937,5190,0.029,0.131,0.01,1942848,0.12,0.08,83,760,94200,153000,5930,5940,0.00169,아가방컴퍼니
1480,2024-12-11,006050,0.001,0.096,0.001,0.087,249,0,5123937,2197488,2774367,3284,4086,1851,0.012,0.167,0.01,2994644,0.095,0.08,75,760,93800,153000,2180,2250,0.03211,국영지앤엠
1479,2024-12-11,012170,0.0,0.104,-0.003,0.093,51,1,872861,299658,497105,368,558,378,-0.005,0.143,-0.005,1386502,0.118,0.08,60,594,93030,135730,436,488,0.11927,아센디오
1478,2024-12-10,900270,-0.018,0.11,-0.057,0.025,463,36,17978231,9738929,7711413,8262,13770,289,0.073,0.156,0.052,9940874,0.099,0.08,217,760,104900,153000,337,318,-0.05638,헝셩그룹
1477,2024-12-10,376930,-0.067,0.088,-0.097,-0.097,33,725,10714548,6050594,4235486,19701,19564,3020,-0.045,0.06,-0.055,1842466,0.121,0.08,106,760,95330,153000,3230,3390,0.04954,노을
1476,2024-12-10,294090,-0.019,-0.003,-0.286,-0.282,2,434,20732649,11967701,7739152,29174,32153,2705,0.068,0.15,0.041,2456732,0.105,0.08,473,760,125700,153000,3140,3075,-0.0207,이오플로우
1475,2024-12-10,255220,0.024,0.032,-0.106,-0.101,1,682,6171081,3413665,2021380,5384,5233,2415,0.089,0.193,0.054,6613745,0.071,0.071,87,760,94400,153000,2910,2990,0.02749,SG
1474,2024-12-10,173130,-0.038,0.135,-0.066,-0.015,59,701,11489169,6060669,5047209,43150,45779,9970,-0.048,0.032,-0.052,1466908,0.089,0.08,74,341,93730,115100,10390,11320,0.08951,오파스넷
1473,2024-12-10,094840,-0.031,0.253,-0.105,0.173,463,1,2536249,1105020,1028582,8253,9507,7270,0.105,0.169,0.067,1264139,0.093,0.08,64,379,93230,121000,8580,7890,-0.08042,슈프리마에이치큐
1472,2024-12-10,045660,-0.078,0.285,-0.078,0.275,749,0,5190513,2379998,2508808,32236,38756,37600,0.028,0.184,0.011,2086680,0.08,0.08,158,367,101930,120400,44900,41300,-0.08018,에이텍
1471,2024-12-10,039240,0.064,0.3,-0.011,0.3,760,13,14961503,7265691,7136734,31376,36619,4335,0.047,0.098,0.006,2899021,0.092,0.08,72,379,93630,121000,4810,4420,-0.08108,경남스틸
1470,2024-12-10,032280,0.0,0.297,0.0,0.297,681,0,3000668,1313068,1634901,5275,6602,2230,0.085,0.184,-0.007,1332965,0.077,0.077,124,373,100230,120700,2670,2460,-0.07865,삼일
1469,2024-12-10,024940,0.093,0.192,0.029,0.138,274,12,8262010,4143325,3825749,26758,29144,7810,0.024,0.102,0.006,1261199,0.095,0.08,78,172,93930,102630,8700,9540,0.09655,PN풍년
1468,2024-12-10,018290,-0.007,0.003,-0.075,-0.067,1,704,1539446,864442,619264,18415,11924,34300,0.029,0.152,0.029,1407552,0.109,0.08,84,760,94230,153000,39900,42550,0.06642,브이티
1467,2024-12-10,004100,-0.071,0.033,-0.164,-0.099,43,394,8531921,4820726,3443227,9501,9702,3125,-0.072,0.029,-0.072,1609624,0.109,0.08,265,379,111300,121000,3250,3610,0.11077,태양금속
1466,2024-12-10,002900,-0.001,0.024,-0.035,-0.031,207,13,912543,439579,420930,1997,2405,4025,0.099,0.153,0.065,1886570,0.083,0.08,203,760,104200,153000,4690,4590,-0.02132,TYM
1465,2024-12-10,000890,0.011,0.193,-0.034,0.115,431,58,7215409,3866023,3015653,5550,13105,485,-0.01,0.049,-0.031,1291673,0.083,0.08,196,760,103830,153000,514,491,-0.04475,보해양조
1464,2024-12-09,224110,-0.054,0.282,-0.099,0.179,404,7,4348614,2093384,2103948,20881,22744,21800,-0.083,0.188,-0.129,1210084,0.073,0.073,405,760,122300,153000,26200,27050,0.03244,에이텍모빌리티
1463,2024-12-09,052400,-0.026,0.243,-0.077,0.127,160,7,2691023,1272394,1336901,13428,14351,21000,-0.057,0.145,-0.09,1003109,0.115,0.08,61,760,93100,153000,24300,26450,0.08848,코나아이
1462,2024-12-09,052020,-0.006,0.006,-0.046,-0.021,12,128,292780,217950,67015,680,465,4925,-0.188,-0.104,-0.2,1996209,0.121,0.08,216,760,104830,153000,4460,4475,0.00336,에스티큐브
1461,2024-12-09,045340,-0.027,0.257,-0.117,0.201,365,47,3171218,1569827,1539766,9814,10544,8600,-0.047,0.15,-0.047,1066449,0.111,0.08,210,681,104530,144100,9990,11100,0.11111,토탈소프트
1460,2024-12-09,039240,0.002,0.181,-0.0,0.11,318,6,5843228,3019387,2725893,8413,10179,3335,0.064,0.156,-0.011,3086332,0.106,0.08,83,754,94200,151730,3890,4310,0.10797,경남스틸
1459,2024-12-09,030350,0.0,0.3,-0.102,0.3,567,164,2795169,1365153,1247869,5444,7969,1244,0.149,0.149,-0.112,1426840,0.111,0.08,238,760,105930,153000,1444,1485,0.02839,드래곤플라이
1458,2024-12-09,025550,0.012,0.186,0.012,0.115,113,0,3067099,1522426,1420704,8194,9516,3245,0.029,0.125,0.029,1325578,0.093,0.08,70,760,93530,153000,3690,3780,0.02439,한국선재
1457,2024-12-09,024940,0.023,0.148,-0.029,-0.003,165,550,5347321,2742021,2374412,14638,15078,6860,0.093,0.134,0.029,1735286,0.102,0.08,188,760,103430,153000,7860,7810,-0.00636,PN풍년
1456,2024-12-09,016920,-0.011,0.248,-0.09,0.134,405,1,9884298,4828805,4875431,11235,12218,1679,-0.047,0.189,-0.055,2471196,0.072,0.072,183,395,103200,121800,2020,2170,0.07426,카스
1455,2024-12-09,011080,0.0,0.245,-0.074,0.108,405,2,7245597,3559945,3561711,8898,12113,719,-0.075,0.124,-0.107,1852162,0.137,0.08,70,434,93530,123730,816,928,0.13725,형지I&C
1454,2024-12-09,008830,-0.046,-0.007,-0.087,-0.054,51,226,1747562,988154,642678,9499,8283,13430,-0.004,0.065,-0.032,1216766,0.1,0.08,70,760,93530,153000,14440,14470,0.00208,대동기어
1453,2024-12-09,093240,0.0,0.254,-0.018,0.147,402,43,38022369,19562986,17762449,35297,37270,1583,-0.044,0.155,-0.089,10551940,0.106,0.08,148,307,101430,113400,1846,2040,0.10509,형지엘리트
1452,2024-12-09,013360,-0.002,0.283,-0.13,0.211,407,45,27744116,13309862,13780882,25082,30198,2785,-0.057,0.196,-0.079,7634769,0.069,0.069,133,418,100700,122930,3360,3600,0.07143,일성건설
1451,2024-12-09,010660,0.015,0.211,0.006,0.078,231,2,13375579,6798808,6338031,18533,20188,2915,-0.081,0.058,-0.098,1817194,0.173,0.08,80,760,94030,153000,3120,3335,0.06891,화천기계
1450,2024-12-09,001380,0.011,0.056,-0.135,-0.105,137,528,6937790,4167560,2638638,5104,5388,2095,0.074,0.107,0.007,3171481,0.1,0.08,213,695,104700,144800,2340,2150,-0.0812,SG글로벌
1449,2024-12-06,200350,-0.036,-0.022,-0.066,-0.057,42,754,484301,329297,126175,3056,3178,16910,-0.186,-0.138,-0.261,1435501,0.166,0.08,102,760,95130,153000,14720,15050,0.02242,아티스트스튜디오
1448,2024-12-06,173130,-0.087,0.124,-0.097,0.021,45,0,9356406,4742704,4195579,37951,39416,8830,0.038,0.114,0.008,2728397,0.106,0.08,61,79,93100,94000,9940,11000,0.10664,오파스넷
1447,2024-12-06,045660,0.255,0.3,0.191,0.3,6,247,5070327,2525066,2225820,29037,25285,24400,-0.039,0.055,-0.098,1139110,0.17,0.08,62,156,93130,101830,26000,30500,0.17308,에이텍
1446,2024-12-06,033320,0.002,0.056,-0.035,0.025,149,246,3594100,1979725,1441271,8320,8552,5330,0.054,0.169,0.038,11267229,0.093,0.08,696,760,144830,153000,6290,6100,-0.03021,제이씨현시스템
1445,2024-12-06,025950,0.298,0.298,0.228,0.298,101,268,1576099,907218,539509,11324,9721,35250,0.033,0.135,-0.031,1415399,0.126,0.08,62,176,93130,102830,40400,45500,0.12624,동신건설
1444,2024-12-06,093240,0.001,0.202,-0.077,0.016,16,0,48899031,25888751,21286055,45790,49278,1380,0.0,0.086,-0.018,3081922,0.106,0.08,100,384,95030,121230,1514,1676,0.107,형지엘리트
1443,2024-12-06,084690,-0.085,-0.005,-0.148,-0.127,43,8,4950302,2703854,2049226,16193,15032,9470,0.013,0.086,-0.011,1022231,0.097,0.08,61,115,93100,95800,10380,11400,0.09827,대상홀딩스
1442,2024-12-06,015020,0.018,0.291,0.018,0.175,59,0,15884380,7834913,7210885,17070,18727,1001,-0.041,0.04,-0.091,1138762,0.144,0.08,60,175,93030,102800,1051,1203,0.14462,이스타코
1441,2024-12-06,013360,0.111,0.274,0.03,0.136,16,107,23476694,11610806,10474803,27259,31065,2300,-0.002,-0.002,-0.13,1857261,0.147,0.08,62,122,93130,100130,2320,2660,0.14655,일성건설
1440,2024-12-06,005690,0.002,0.023,-0.02,0.018,706,44,311421,140760,158890,719,706,4590,-0.009,0.111,-0.015,1208424,0.128,0.08,89,760,94500,153000,5150,5170,0.00388,파미셀
1439,2024-12-06,004100,-0.116,-0.024,-0.149,-0.133,45,108,6727099,3803519,2592390,12124,12230,3090,0.01,0.094,-0.003,1979943,0.097,0.08,61,81,93100,94100,3410,3750,0.09971,태양금속
1438,2024-12-06,002630,0.04,0.265,-0.0,0.048,27,105,26119435,13068267,11081502,12653,13812,630,-0.046,-0.016,-0.14,2859554,0.144,0.08,61,156,93100,101830,626,717,0.14537,오리엔트바이오
